transactionId,owner,completedOn,certificates,creditType,issuanceId,issuanceDate,vintage,volume,methodologyCode,methodologyName,projectId,projectName,labels,monitoringPeriodStartDate,monitoringPeriodEndDate,beneficiary,useCountry,usePeriodStartDate,usePeriodEndDate,usePurpose
44da2da7-ae8a-4d35-be9d-4df19e9bc11a,Carbonx SAS,2024-11-28T14:34:54.160Z,PURO_PR_CORC100+_FI_507468_2024_7ed06e36-4b73-451a-80d7-2bb50fdbcbda_643002406801000010000000465420-643002406801000010000000465539,CORC 100+,7ed06e36-4b73-451a-80d7-2bb50fdbcbda,2024-04-11,2024,120,C03000000,"Biochar, 2022",507468,Carbofex Nokia 1,CORC 100+,2024-01-01,2024-03-31,"ClimeFi, on behalf of beneficiary",Denmark,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,"Retired by ClimeFi, on behalf of beneficiary"
27b1e415-42c9-4eb9-8bb2-116a92231deb,Supercritical Tech Ltd,2024-11-28T14:28:58.204Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_2226-2228,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,3,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Eden McCallum LLP,United Kingdom,2023-07-01T00:00:00.000Z,2024-06-30T00:00:00.000Z,3 tonnes of carbon dioxide removal retired by Supercritical on behalf of Eden McCallum LLP as part of a portfolio to offset their 2023-2024 emissions.
36cd558a-a93a-474e-98ef-64b482669cad,Supercritical Tech Ltd,2024-11-28T14:25:51.286Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_1800-2225,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,426,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Plural UK Management Limited,United Kingdom,2022-11-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,426 tonnes of carbon dioxide removal retired by Supercritical on behalf of Plural UK Management Limited as part of a portfolio to offset their emissions for the period 01/11/2022 - 31/12/2023.
7615d2b2-92a2-464c-84ab-ae67e59a1857,Supercritical Tech Ltd,2024-11-28T14:14:42.915Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_1385-1799,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,415,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Bansk Group LLC,United States,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,415 tonnes of carbon dioxide removal retired by Supercritical on behalf of Bansk Group LLC as part of a portfolio to offset their 2023 emissions.
e81d4fb6-91c4-432c-89ab-48152b55c0a6,Supercritical Tech Ltd,2024-11-28T14:12:17.128Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_1347-1384,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,38,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Eden McCallum LLP,United Kingdom,2023-07-01T00:00:00.000Z,2024-06-30T00:00:00.000Z,38 tonnes of carbon dioxide removal retired by Supercritical on behalf of Eden McCallum LLP as part of a portfolio to offset their 2023-2024 emissions.
38d289e6-c116-47ec-9ec1-691e66fa3db9,Supercritical Tech Ltd,2024-11-28T13:57:35.834Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_728-1346,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,619,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Tide Platform Limited,United Kingdom,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,619 tonnes of carbon dioxide removal retired by Supercritical on behalf of Tide Platform Limited as part of a portfolio to offset their 2023 emissions.
24e077e3-7ce2-4df1-99e4-12871500c1ca,SCHNEIDER ELECTRIC FRANCE,2024-11-27T09:12:52.092Z,PURO_PR_CORC1000+_US_353054_2023_46727cee-688d-4056-8f87-3be04700ff39_643002406801000010000000349791-643002406801000010000000354790,CORC 1000+,46727cee-688d-4056-8f87-3be04700ff39,2024-03-05,2023,5000,C05000000,Geologically stored carbon,353054,Gevo North Dakota,CORC 1000+,2022-06-30,2023-07-31,PwC International Limited,Canada,2024-07-01T00:00:00.000Z,2025-06-30T00:00:00.000Z,Retired on behalf of PwC International Limited (Carbon credits were retired to offset FY25 emissions for PwC network firms)
24e077e3-7ce2-4df1-99e4-12871500c1ca,SCHNEIDER ELECTRIC FRANCE,2024-11-27T09:12:52.092Z,PURO_PR_CORC1000+_US_353054_2023_46727cee-688d-4056-8f87-3be04700ff39_643002406801000010000000344791-643002406801000010000000347290,CORC 1000+,46727cee-688d-4056-8f87-3be04700ff39,2024-03-05,2023,2500,C05000000,Geologically stored carbon,353054,Gevo North Dakota,CORC 1000+,2022-06-30,2023-07-31,PwC International Limited,Canada,2024-07-01T00:00:00.000Z,2025-06-30T00:00:00.000Z,Retired on behalf of PwC International Limited (Carbon credits were retired to offset FY25 emissions for PwC network firms)
24e077e3-7ce2-4df1-99e4-12871500c1ca,SCHNEIDER ELECTRIC FRANCE,2024-11-27T09:12:52.092Z,PURO_PR_CORC1000+_US_353054_2023_46727cee-688d-4056-8f87-3be04700ff39_643002406801000010000000347291-643002406801000010000000349790,CORC 1000+,46727cee-688d-4056-8f87-3be04700ff39,2024-03-05,2023,2500,C05000000,Geologically stored carbon,353054,Gevo North Dakota,CORC 1000+,2022-06-30,2023-07-31,PwC International Limited,Canada,2024-07-01T00:00:00.000Z,2025-06-30T00:00:00.000Z,Retired on behalf of PwC International Limited (Carbon credits were retired to offset FY25 emissions for PwC network firms)
b9101a15-d3fd-442a-8f0b-9500bf51b406,SCHNEIDER ELECTRIC FRANCE,2024-11-27T09:12:09.774Z,PURO_PR_CORC100+_DE_511285_2024_99f57133-c5c4-415f-965e-dfdd3683b304_35-84,CORC 100+,99f57133-c5c4-415f-965e-dfdd3683b304,2024-07-25,2024,50,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2024-05-01,2024-05-31,PwC International Limited,Canada,2024-07-01T00:00:00.000Z,2025-06-30T00:00:00.000Z,Retired on behalf of PwC International Limited (Carbon credits were retired to offset FY25 emissions for PwC network firms)
ae862fc1-e3ef-4b3d-a295-411ddbde42f4,Supercritical Tech Ltd,2024-11-26T15:43:10.894Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_722-727,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,6,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Rock Townsend Architects LLP,United Kingdom,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,6 tonnes of carbon dioxide removal retired by Supercritical on behalf of Rock Townsend Architects LLP as part of a portfolio to offset their 2023 emissions.
2092a89b-12a0-43d2-a24a-308620491c92,Supercritical Tech Ltd,2024-11-26T10:41:36.878Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_709-721,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,13,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Q5 Partners LLP,United Kingdom,2022-04-01T00:00:00.000Z,2023-03-31T00:00:00.000Z,13 tonnes of carbon dioxide removal retired by Supercritical on behalf of Q5 Partners LLP as part of a portfolio to offset their 2022-2023 emissions.
84f522ea-6910-4faa-aa0d-7f027745dd3b,Supercritical Tech Ltd,2024-11-26T10:39:20.358Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_591-708,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,118,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Ticket Tailor (Zimma Ltd),United Kingdom,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,118 tonnes of carbon dioxide removal retired by Supercritical on behalf of Ticket Tailor (Zimma Ltd) as part of a portfolio to offset their 2023 emissions.
164234d6-d5d5-411d-bc0c-fd7cd9a0955b,Supercritical Tech Ltd,2024-11-26T10:15:46.880Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_589-590,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,2,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Decade of Action Oy,Finland,2023-01-27T00:00:00.000Z,2023-12-31T00:00:00.000Z,2 tonnes of carbon dioxide removal retired by Supercritical on behalf of Decade of Action Oy as part of a portfolio to offset their emissions for the stated period.
683be564-9763-466c-ada1-04f78dd3d1e9,Supercritical Tech Ltd,2024-11-26T10:11:26.689Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_469-588,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,120,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Albion Capital Group LLP,United Kingdom,2022-04-01T00:00:00.000Z,2023-03-31T00:00:00.000Z,120 tonnes of carbon dioxide removal retired by Supercritical on behalf of Albion Capital Group LLP as part of a portfolio to offset their 2022-2023 emissions.
8a28f399-2ef6-4b2f-9ecf-54dbc6745a15,Supercritical Tech Ltd,2024-11-26T10:07:37.429Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_455-468,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,14,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,SearchPilot Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,14 tonnes of carbon dioxide removal retired by Supercritical on behalf of SearchPilot Ltd as part of a portfolio to offset their 2022 emissions.
8cd4a475-fcec-469f-9096-8870aebc78c4,Supercritical Tech Ltd,2024-11-26T10:04:19.539Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_447-454,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,8,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Scamper Limited,United Kingdom,2022-04-01T00:00:00.000Z,2023-03-31T00:00:00.000Z,8 tonnes of carbon dioxide removal retired by Supercritical on behalf of Scamper Limited as part of a portfolio to offset their 2022-2023 emissions.
225db0b2-c33d-4f1d-b47a-6dc2f7b701c9,Supercritical Tech Ltd,2024-11-26T09:57:10.769Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_397-446,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,50,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Anonymous,United Kingdom,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,50 tonnes of carbon dioxide removal retired by Supercritical on behalf of a customer.
8b967e25-3767-4951-8dad-1844af6eb092,CUR8 Earth Limited,2024-11-25T22:32:01.775Z,PURO_PR_CORC100+_DE_511285_2024_99f57133-c5c4-415f-965e-dfdd3683b304_85-103,CORC 100+,99f57133-c5c4-415f-965e-dfdd3683b304,2024-07-25,2024,19,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2024-05-01,2024-05-31,Coca-Cola HBC AG,Czechia,2024-04-13T00:00:00.000Z,2024-04-19T00:00:00.000Z,For neutralising annual Leadership Conference emissions in 2024 (Prague ’24)
8b967e25-3767-4951-8dad-1844af6eb092,CUR8 Earth Limited,2024-11-25T22:32:01.775Z,PURO_PR_CORC100+_DE_511285_2024_14b426a1-5e54-418e-9f42-da4881d9d7ea_1-3,CORC 100+,14b426a1-5e54-418e-9f42-da4881d9d7ea,2024-07-25,2024,3,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2024-06-01,2024-06-30,Coca-Cola HBC AG,Czechia,2024-04-13T00:00:00.000Z,2024-04-19T00:00:00.000Z,For neutralising annual Leadership Conference emissions in 2024 (Prague ’24)
6a38423e-05d0-4818-a5c7-668578bb91b1,Supercritical Tech Ltd,2024-11-25T17:02:22.137Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_384-396,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,13,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Unifrog Education Ltd,United Kingdom,2022-09-01T00:00:00.000Z,2023-08-31T00:00:00.000Z,13 tonnes of carbon dioxide removal retired by Supercritical on behalf of Unifrog Education Ltd as part of a portfolio to offset their 2022-2023 emissions.
b9a73bad-1384-4a17-84d2-f6b2fd6d0e1d,Supercritical Tech Ltd,2024-11-25T16:55:25.148Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_294-383,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,90,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Employees of Softwire,United Kingdom,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,90 tonnes of carbon dioxide removal retired by Supercritical on behalf of the Employees of Softwire as part of a portfolio to offset their 2023 emissions.
e856d07f-8dd4-447d-8923-6c1dfe3ec9b9,Supercritical Tech Ltd,2024-11-25T16:49:37.219Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_85-293,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,209,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Notion Capital Managers LLP,United Kingdom,2022-04-01T00:00:00.000Z,2023-03-31T00:00:00.000Z,209 tonnes of carbon dioxide removal retired by Supercritical on behalf of Notion Capital Managers LLP as part of a portfolio to offset their 2022-2023 emissions.
4cd0fcb8-d78e-40a8-89dc-a1a02f731eb0,Supercritical Tech Ltd,2024-11-25T16:45:42.257Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_3999-4200,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,202,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Space Ape Games Limited,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,211 tonnes of carbon dioxide removal retired by Supercritical on behalf of Space Ape Games Limited as part of a portfolio to offset their 2022 emissions.
4cd0fcb8-d78e-40a8-89dc-a1a02f731eb0,Supercritical Tech Ltd,2024-11-25T16:45:42.257Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_76-84,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,9,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Space Ape Games Limited,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,211 tonnes of carbon dioxide removal retired by Supercritical on behalf of Space Ape Games Limited as part of a portfolio to offset their 2022 emissions.
925ad75a-0e77-4662-adbc-7b8c3d4a1777,Supercritical Tech Ltd,2024-11-25T16:43:12.109Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_17-75,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,59,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Eden McCallum LLP,United Kingdom,2022-07-01T00:00:00.000Z,2023-06-30T00:00:00.000Z,59 tonnes of carbon dioxide removal retired by Supercritical on behalf of Eden McCallum LLP as part of a portfolio to offset their 2022-2023 emissions.
e8e2235f-912d-48b6-a4aa-5f64f88ceabb,Supercritical Tech Ltd,2024-11-25T16:38:32.396Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_9-16,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,8,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,Coefficient Systems Ltd,United Kingdom,2021-11-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,8 tonnes of carbon dioxide removal retired by Supercritical on behalf of Coefficient Systems Ltd as part of a portfolio to offset their 2021-2022 emissions.
f3de4894-58eb-4562-8e7b-cd225f5e4811,Supercritical Tech Ltd,2024-11-25T16:31:39.037Z,PURO_PR_CORC100+_BO_432524_2024_56703525-c980-45a5-8fb3-6580186edd39_4069-4107,CORC 100+,56703525-c980-45a5-8fb3-6580186edd39,2024-08-13,2024,39,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-07-01,2024-07-30,APHERIS AI GMBH,Germany,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,47 tonnes of carbon dioxide removal retired by Supercritical on behalf of Apheris AI as part of a portfolio to offset their 2022 emissions.
f3de4894-58eb-4562-8e7b-cd225f5e4811,Supercritical Tech Ltd,2024-11-25T16:31:39.037Z,PURO_PR_CORC100+_BO_432524_2024_32d3ad92-0bf2-4772-a251-d85ec9a79550_1-8,CORC 100+,32d3ad92-0bf2-4772-a251-d85ec9a79550,2024-09-12,2024,8,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-08-01,2024-08-31,APHERIS AI GMBH,Germany,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,47 tonnes of carbon dioxide removal retired by Supercritical on behalf of Apheris AI as part of a portfolio to offset their 2022 emissions.
c5b7ece9-6f93-4176-bf6c-a55666718277,Supercritical Tech Ltd,2024-11-25T16:24:54.913Z,PURO_PR_CORC100+_BO_432524_2024_56703525-c980-45a5-8fb3-6580186edd39_4108-4109,CORC 100+,56703525-c980-45a5-8fb3-6580186edd39,2024-08-13,2024,2,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-07-01,2024-07-30,Bansk Group LLC,United States,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,313 tonnes of carbon dioxide removal retired by Supercritical on behalf of Bansk Group LLC as part of a portfolio to offset their 2022 emissions.
c5b7ece9-6f93-4176-bf6c-a55666718277,Supercritical Tech Ltd,2024-11-25T16:24:54.913Z,PURO_PR_CORC100+_BO_432524_2024_56703525-c980-45a5-8fb3-6580186edd39_3758-4068,CORC 100+,56703525-c980-45a5-8fb3-6580186edd39,2024-08-13,2024,311,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-07-01,2024-07-30,Bansk Group LLC,United States,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,313 tonnes of carbon dioxide removal retired by Supercritical on behalf of Bansk Group LLC as part of a portfolio to offset their 2022 emissions.
ccc9be78-426a-41c7-812e-cc32cd5d2b0b,Supercritical Tech Ltd,2024-11-25T16:21:43.947Z,PURO_PR_CORC100+_US_244045_2023_25adfd5d-d52d-4e6b-b1a5-f41d447ad0fd_643002406801000010000000192210-643002406801000010000000192214,CORC 100+,25adfd5d-d52d-4e6b-b1a5-f41d447ad0fd,2023-06-27,2023,5,C03000000,"Biochar, 2022",244045,Wakefield Biochar Facility 2,CORC 100+,2023-06-01,2023-06-22,Enento Group Plc,Finland,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,5 tonnes of carbon dioxide removal retired by Supercritical on behalf of Enento as part of a portfolio to offset their 2024 emissions.
c76f3d54-5f64-4ae1-a208-9f91653c4e96,Supercritical Tech Ltd,2024-11-25T16:18:31.962Z,PURO_PR_CORC100+_US_244045_2023_25adfd5d-d52d-4e6b-b1a5-f41d447ad0fd_643002406801000010000000192204-643002406801000010000000192209,CORC 100+,25adfd5d-d52d-4e6b-b1a5-f41d447ad0fd,2023-06-27,2023,6,C03000000,"Biochar, 2022",244045,Wakefield Biochar Facility 2,CORC 100+,2023-06-01,2023-06-22,Lightspeed x Visionaries Club,Switzerland,2023-02-08T00:00:00.000Z,2023-02-10T00:00:00.000Z,6 tonnes of carbon dioxide removal retired by Supercritical on behalf of Lightspeed x Visionaries Club
79b22804-d7d9-4d02-b02f-a4e170a705e0,Standard Chartered,2024-11-21T09:56:37.431Z,PURO_PR_CORC100+_PH_227253_2023_c0b24791-c5d0-4f91-8aae-5daa4e5e959e_643002406801000010000000285016-643002406801000010000000285265,CORC 100+,c0b24791-c5d0-4f91-8aae-5daa4e5e959e,2024-02-22,2023,250,C03000000,"Biochar, 2022",227253,Alcom-01-NuevaEcijaPhilippines,CORC 100+,2023-01-27,2023-12-11,Standard Chartered Bank ,United Kingdom,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,Retirement on behalf of Standard Chartered 2024 to compensate for our residual Scope 1-3 operational emissions
d6f1532c-c347-462f-94e0-c32eb18835fe,Northmore Gordon,2024-11-19T03:38:51.212Z,PURO_PR_CORC100+_AU_114352_2024_34f887c2-60cb-416a-87e6-c03c5f313a7a_1-200,CORC 100+,34f887c2-60cb-416a-87e6-c03c5f313a7a,2024-10-31,2024,200,C03000000,"Biochar, 2022",114352,Jeffries Group,CORC 100+,2023-02-01,2024-01-31,Macquarie Group Limited  ,Australia,2024-04-01T00:00:00.000Z,2026-03-31T00:00:00.000Z,Retired on behalf of Macquarie Group Limited
d6f1532c-c347-462f-94e0-c32eb18835fe,Northmore Gordon,2024-11-19T03:38:51.212Z,PURO_PR_CORC100+_US_244045_2024_8556cd30-b483-468b-95b5-8bb7cfac900c_1254-1553,CORC 100+,8556cd30-b483-468b-95b5-8bb7cfac900c,2024-07-09,2024,300,C03000000,"Biochar, 2022",244045,Wakefield Biochar Facility 2,CORC 100+,2024-06-01,2024-06-30,Macquarie Group Limited  ,Australia,2024-04-01T00:00:00.000Z,2026-03-31T00:00:00.000Z,Retired on behalf of Macquarie Group Limited
cc84eba5-7d69-492b-b2be-06b72b052d6a,"Rubicon Carbon Services, LLC",2024-11-15T18:37:26.175Z,PURO_PR_CORC100+_BR_175613_2023_140d45f3-d8f5-43ba-af23-784fe15c8f14_643002406801000010000000180451-643002406801000010000000180504,CORC 100+,140d45f3-d8f5-43ba-af23-784fe15c8f14,2023-05-25,2023,54,C03000000,"Biochar, 2022",175613,Aperam BioEnergia,CORC 100+,2023-01-01,2023-04-30,GitLab Inc. ,United States,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,Retirement on behalf of GitLab Inc. 
cc84eba5-7d69-492b-b2be-06b72b052d6a,"Rubicon Carbon Services, LLC",2024-11-15T18:37:26.175Z,PURO_PR_CORC100+_US_371935_2024_817218d0-f4b0-4492-853d-8f1c00f652e8_122-132,CORC 100+,817218d0-f4b0-4492-853d-8f1c00f652e8,2024-05-16,2024,11,C03000000,"Biochar, 2022",371935,Restoration Fuels,CORC 100+,2023-11-01,2024-03-31,GitLab Inc. ,United States,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,Retirement on behalf of GitLab Inc. 
4f60a889-1972-41da-9d55-fd390ae72188,"Patch Technologies, Inc.",2024-11-15T17:08:52.846Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_280-285,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,6,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,On behalf of Patch’s customers and/or their end users,United States,2023-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,To mitigate GHG emissions
f71fe4e4-2ddc-47e1-aace-390719ba4cd0,"Patch Technologies, Inc.",2024-11-15T16:41:22.350Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_275-279,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,5,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,Seed Health Inc.,United States,2023-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,To mitigate GHG emissions
9e389eea-1034-4291-8a8c-6eec87201ab3,"Patch Technologies, Inc.",2024-11-15T16:36:59.149Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_262-274,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,13,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,Seed Health Inc.,United States,2023-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,To mitigate GHG emissions
5b915e5d-da8b-4fcb-b200-fd9079663ef3,"Patch Technologies, Inc.",2024-11-15T16:29:56.091Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_260-261,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,2,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,Monta ApS,United Kingdom,2023-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,To mitigate GHG emissions
3f0496d8-f645-475b-8944-02036b079f1e,"Patch Technologies, Inc.",2024-11-15T00:11:23.323Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_70-259,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,190,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,EQT AB,Sweden,2023-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,To mitigate GHG emissions
37fd4007-8465-4717-8a86-22db591d1286,"Patch Technologies, Inc.",2024-11-15T00:05:15.881Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_27-69,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,43,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,EQT AB,Sweden,2023-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,To mitigate GHG emissions
